filename,base_caption,optimized_caption,base_caption_accuracy,confidence,logic_check
"1781.jpg","a plate of food on a wooden table","一个白色长方形餐盘上摆放着多种精致的小球状食物，每种食物下方都配有黄瓜片，盘中还点缀着香菜，餐盘放置在木质桌子上，其上方有折叠的棕色毛巾，整体呈现出整洁的中式餐饮摆盘风格。",30,高,PASS
"1782.jpg","a tv screen with a list of verbs on it","一个教学用的大型显示屏上展示了关于报告动词的分类列表，标题为“Reporting verbs”，内容分为“Neutral”“Strong argument”“Weak”三类，每类下列出了多个相关动词，显示屏位于室内教学环境中。",40,高,PASS
"1783.jpg","a white and blue display","一台SG4320A型20MHz示波器，主体为白色，显示屏呈现蓝色背景，其上有青色的李萨如图形波形；设备配备多个旋钮、按键及信号输入接口，处于实验室环境中，显示屏电源指示灯亮起，设备处于正常工作状态。",40,高,PASS
"1784.jpg","a white board with a green line and a black and white sign","一个电子显示屏幕上呈现关于如何构建提纲的教学内容，顶部有黑色大写英文标题“How should you construct an outline?”以及对应的中文翻译“你应该如何起草你的提要？”，标题下方有一条红色水平横线；屏幕上有两个带边框的文本区域，左侧文本区域为浅紫色边框，内含英文问题列表；右侧文本区域为绿色边框，内含中英双语对照的问题列表，所有文字为黑色，整体构成结构化的教学演示界面。",20,高,PASS
"1785.jpg","a screen showing a message on the screen","这是一个用于教学的投影屏幕，正在显示关于“如何构建提纲”（How should you construct an outline? 你应该如何起草你的提要？）的教学内容，屏幕上呈现双语文字（英文与中文），采用分栏式布局，左侧分栏带有蓝色边框，右侧分栏带有绿色边框，标题下方有红色横线装饰，文字内容围绕构建提纲的建议与解释展开，整体处于教学演示的场景中。",30,高,PASS
"1786.jpg","a screen with a message on it that says how to use the internet","一个带有教学信息的投影屏幕，屏幕上显示着关于“如何构建大纲（How should you construct an outline? 你应该如何起草你的提要）”的内容，包含双语文字（英文和对应中文），整体以标题形式呈现，标题下方有一条红色横线分隔。内容分为两部分，左侧是一个带有蓝色边框的文本框，右侧是一个带有绿色边框的文本框，分别用不同颜色边框区分，用于说明构建大纲的具体方法和流程。",0,高,PASS
"1787.jpg","a screen with a text that reads, ' 2 eight guidelines for improving your writing technique '","一块电子屏幕显示写作技巧改进指南，标题为"2.1 Eight guidelines for improving your writing technique"，下方通过蓝色、粉色高亮的文本块呈现具体内容，包含子章节如"2.1.6 Write active sentences"（涉及主动句与被动句对比、主动句优势说明等），整体为教学演示类文稿，文字排版清晰，用于讲解提升写作技巧的方法。",40,高,PASS
"1788.jpg","a white sheet with a black and white text","这是一张包含空气污染文章摘要的文档页面，背景为浅灰色，上面有黑色文字。文字内容以标题“Box 3.1 Summaries the text 'Fighting for breath'”开头，接着是副标题“Fighting for breath”，随后呈现关于空气污染对健康威胁的摘要信息，包含作者Dr Mark Porter的观点、文献来源(BBC Radio Times, 1999年9月25日 - 10月1日，第38页，经授权重印)，以及伦敦1952年大雾事件的历史案例等内容，文字排版为常规段落形式，整体呈现为一篇学术性质的摘要文档。",40,高,PASS
"1789.jpg","a classroom with students sitting at desks","一个阶梯式结构的教室内，学生们坐在排列整齐的木质课桌椅前，部分学生正在阅读书本，部分在使用电子设备，教室天花板设有长条形照明灯和投影仪，白色墙体旁有安装深色窗帘的大窗户，整体环境明亮整洁，呈现着正在进行课程或自习的学习氛围。",50,高,PASS
"1790.jpg","a classroom with students sitting at desks","一间光线充足的教室内，学生们坐在排列整齐的长条形课桌前，面向前方，一位教师正站在讲台处书写于黑板之上。教室内有浅木色与浅绿色的组合课桌，天花板安装有多组长条形荧光灯，墙面为白色并设有大面积窗户，整体呈现出正常的课堂教学场景。",50,高,PASS
"1791.jpg","a piece of paper with writing on it","一张白色的纸上写满了电磁学的物理公式及相关理论，其中包含静电场、电位移矢量、静电力能等知识点，部分关键概念用红色框线标注，纸张上手写的公式以黑色呈现，整体呈现出学术性笔记的特征。",50,高,PASS
"1792.jpg","a piece of paper with writing on it","一张印有华中科技大学校徽与名称的信纸，上面用手写黑色和红色墨水记录了电磁学相关公式及理论，包含磁介质、电磁感应等内容的学术笔记",40,高,PASS
"1793.jpg","a presentation on the chinese language course","这是一个在室内场所开展的关于共青团青年工作基础概念的演示，投影屏幕上呈现以“几个基础性概念”为核心的幻灯片，内容包括青年（涵盖经济学“生产预备队、生力军”、社会学“社会群体”、心理学“成熟前期”、政治学“政治选择和政治力量”等多学科视角的定义）、青年工作（动员、组织、引领、服务等功能）、青年组织（正式组织和非正式组织、自组织等形式）、青年运动（青年为追求自身或社会利益开展的规模较大有广泛影响的社会活动）等概念，右侧标注“中国共产主义青年团”，表明该演示属于共青团相关工作培训或教育活动范畴，整体为系统化讲解青年工作理念的演示文稿。",0,高,PASS
"1794.jpg","a bunch of pink flowers growing in a garden","一簇盛开的粉色芍药花在花园中生长，花朵饱满呈球形，花瓣层层叠叠，周围环绕着茂密的鲜绿色叶片，背景可见土壤与少量低矮植被，整体构成花园中生机盎然的花卉景观",66,高,PASS
"1795.jpg","two cats sitting on steps","两只猫坐在户外台阶附近，一只黑白相间的猫坐在台阶上方的平台处，一只全黑的猫坐在台阶中部位置，周围有砖墙、树木等环境。",80,高,PASS
"1796.jpg","a park with a few trees and a bench","一处城市公园，内有多棵树木（含高大的白皮树与其他绿树），有大片鲜绿色草地，分布着多个休息座椅，远处可见行人及建筑物，整体环境整洁，在晴朗天气下呈现出舒适的公共休闲空间氛围。",40,高,PASS
"1797.jpg","a bunch of white flowers","大量带有黄色花心的白色雏菊花朵生长在街道旁的草丛中，周围环绕着茂密的绿色植被，背景可见人行道、树木及远处行人车辆，整体呈现自然清新的户外绿化景象。",50,高,PASS
"1798.jpg","a plate of food with a fork in it","一个带有蓝白边装饰的碗中盛放着宽面类食物，碗旁有一串插着金属签的调味烤肉，整体处于室内餐桌环境中。",20,高,PASS
"1799.jpg","a black cat is sitting on some steps","两只黑色猫咪在石质台阶上互动，其中一只位于台阶缝隙处，另一只在下方台阶，呈现玩耍状态的姿态，周围是带有纹理的浅灰色石阶。",30,高,PASS
"1800.jpg","a group of people walking through a park","一群人在夜间灯光装饰的公园内聚集，周围树木被绿色、紫色等多种色彩灯光照亮，形成林荫步道，中心区域设有景点或表演场地，人群在此处停留观赏。",50,高,PASS
"1801.jpg","a person holding a chocolate covered ice cream cone","一只手正握着一个底部用纸巾包裹、表面覆盖巧克力涂层的冰淇淋甜筒，甜筒上有少量原味冰淇淋露出，周围是室内的公共休闲区域。",0,高,PASS
"1802.jpg","a large statue of a lion","a large human head sculpture stands as a prominent landmark in a cultural park setting, with traditional Chinese architecture featuring yellow glazed tiles in the foreground. The scene includes lush greenery, colorful flower beds, and numerous visitors engaging in sightseeing activities under bright daylight conditions.",0,高,PASS
"1803.jpg","the head of a statue in the park","公园内有一座大型石质雕像头部，雕像主体呈浅灰褐色，表面带有粗犷的石质纹理，周围环绕着茂密的深绿色灌木丛，背景是淡蓝色的天空带有少量云朵，整体场景呈现出人文雕塑与自然景观融合的文化景点氛围，雕像处于画面中心位置，在光线柔和的白天环境中显得庄重而静谧。",50,高,PASS
"1804.jpg","a person holding a bag of chips in front of a refrigerator","一个人在打开的冰箱内部，手持装有物品的透明塑料袋，冰箱内放置着多种包装的零食（包括紫色、绿色、橙色等不同颜色的包装食品）",50,高,PASS
"1805.jpg","a field of tall grass with orange flowers","一片茂密的高大草地，草叶翠绿繁茂，草丛间分布着约3 - 4簇橙红色的星状花朵，花瓣细长向外舒展，在绿色草海中显得格外醒目。",60,高,PASS
"1806.jpg","a group of white birds standing on a sidewalk","一群约10只的白鸽站在石板铺就的人行道上，部分鸽子低头觅食，部分站立张望，周围可见行人鞋履，呈现公共场所人与鸟类互动的场景。",50,高,PASS
"1807.jpg","a group of jellyfish swimming in a tank","一群形态各异的水母在深蓝色水域的水族箱中游动，这些水母身体呈半透明浅黄色，伞状体中央为明亮的橙黄色，它们分散分布于清澈的水域中，整体环境光线柔和，展现出自然游动的状态。",60,高,PASS
"1808.jpg","a black cat sitting on steps","一只黑色的猫警觉地坐在石制多层台阶上，眼神专注地注视着前方。",70,高,PASS
"1809.jpg","a bunch of medicine and medicine items on a shelf","多个不同种类的药品及医药用品被有序放置在一个带有圆形凹凸设计的灰色抽屉式货架内，包含抗病毒口服液、四季感冒片、布洛芬软胶囊、藿香正气软胶囊、银黄滴丸、磷酸奥司他韦胶囊、咽炎片等多种常见药品。",60,高,PASS
"1810.jpg","a view of a city from an airplane","从飞机舷窗向外拍摄的夜间城市景观，画面中可见广阔的城市区域被暖黄色灯光覆盖，形成规则的道路与建筑网格；右上角的蓝色飞机机翼带有红色标识，机翼附近灯光形成耀眼的光晕，周围环绕着夜空的黑暗与些许雾气般的反光痕迹，展现出高空视角下繁华都市在夜晚的璀璨景象。",60,高,PASS
